source,target,edge_weight,first_month,latest_month
foundation models,hermeneutic reasoning,1,2026-07,2026-07
formal language prover,open problems,1,2026-07,2026-07
function class,generalization,1,2026-07,2026-07
function class,random sampling map,1,2026-07,2026-07
function class,sampling,1,2026-07,2026-07
function class,sketching,1,2026-07,2026-07
functional connectivity,generative adversarial network,1,2026-07,2026-07
functional connectivity,latent graph encoding,1,2026-07,2026-07
functional connectivity,multimodal generative framework,1,2026-07,2026-07
functional connectivity,structural and functional mri,1,2026-07,2026-07
functional connectivity,transformer,1,2026-07,2026-07
functional connectivity,variational autoencoder,1,2026-07,2026-07
functional correctness,interaction inference,1,2026-07,2026-07
functional correctness,state-coherent screenshot set,1,2026-07,2026-07
functional correctness,state-management complexity,1,2026-07,2026-07
framing susceptibility,moral decisiveness,1,2026-07,2026-07
fusion tokens,structured token-level communication,1,2026-07,2026-07
fusion tokens,token-centric dual-view learning,1,2026-07,2026-07
future confidence distillation,hidden representations,1,2026-07,2026-07
future confidence distillation,judgement-of-learning (jol,1,2026-07,2026-07
future confidence distillation,post-solution confidence,1,2026-07,2026-07
future confidence distillation,pre-solution confidence,1,2026-07,2026-07
fuzzy cognitive map,hotel review,1,2026-07,2026-07
fuzzy cognitive map,local large language model,1,2026-07,2026-07
fuzzy cognitive map,quantitative data extraction,1,2026-07,2026-07
fuzzy cognitive map,star rating,1,2026-07,2026-07
game-playing agent,information set monte carlo search,1,2026-07,2026-07
game-playing agent,neural fictitious self-play,1,2026-07,2026-07
game-playing agent,reinforcement learning,1,2026-07,2026-07
game-playing agent,reward shaping,1,2026-07,2026-07
fusion tokens,inter-view interaction,1,2026-07,2026-07
framing susceptibility,psychometric battery,1,2026-07,2026-07
frequency-domain mixing,query-key projections,1,2026-07,2026-07
frequency-domain mixing,spectral preprocessing,1,2026-07,2026-07
frequency-domain mixing,transformer attention,1,2026-07,2026-07
frequency-matching principle,position-interpolation-based length generalization,1,2026-07,2026-07
frequency-matching principle,rotary position embeddings (rope,1,2026-07,2026-07
frequency-matching principle,self-similarity,1,2026-07,2026-07
frozen backbone,mmd,1,2026-07,2026-07
frozen backbone,scl,1,2026-07,2026-07
frozen backbone,sentiment analysis,1,2026-07,2026-07
fuel density prediction,mass-conserving fuel transport,1,2026-07,2026-07
fuel density prediction,physics-guided machine learning,1,2026-07,2026-07
fuel density prediction,rate-of-spread estimation,1,2026-07,2026-07
fully homomorphic encryption,symbolic bootstraps,1,2026-07,2026-07
full-duplex slms,hierarchical parameter separation,1,2026-07,2026-07
full-duplex slms,modality interference,1,2026-07,2026-07
full-duplex slms,semantic alignment channel,1,2026-07,2026-07
full-duplex slms,speech intelligence,1,2026-07,2026-07
full-duplex spoken dialogue model,podcast feed,1,2026-07,2026-07
full-duplex spoken dialogue model,speaker-separated dialogue speech,1,2026-07,2026-07
fully convolutional network,inception module,1,2026-07,2026-07
fully convolutional network,knowledge distillation,1,2026-07,2026-07
fully convolutional network,time series classification,1,2026-07,2026-07
fully convolutional network,transformer-based model,1,2026-07,2026-07
fully convolutional network,ucr archive,1,2026-07,2026-07
fully homomorphic encryption,perplexity degradation,1,2026-07,2026-07
fully homomorphic encryption,polynomial approximations,1,2026-07,2026-07
fully homomorphic encryption,structured newton layer parallelism,1,2026-07,2026-07
fuel density prediction,spatiotemporal neural models,1,2026-07,2026-07
failure-driven,reinforcement learning,1,2026-07,2026-07
failure-driven,supervised fine-tuning,1,2026-07,2026-07
faithfulness,hybrid retrieval,1,2026-07,2026-07
faithfulness,pubhealthbench,1,2026-07,2026-07
faithfulness,retrieval-augmented generation,1,2026-07,2026-07
false positive rate,persistent homology,1,2026-07,2026-07
false positive rate,smooth euler characteristic transform (sect,1,2026-07,2026-07
fast radio burst,natural-language justification,1,2026-07,2026-07
fast radio burst,structured radio frequency interference,1,2026-07,2026-07
fast radio burst,vision-language model,1,2026-07,2026-07
fast radio burst,zero-shot,1,2026-07,2026-07
feature space,hierarchical multi-scale architecture,1,2026-07,2026-07
feature space,pathwise feature transport,1,2026-07,2026-07
fixed-point arithmetic,quantisation,1,2026-07,2026-07
fedavg,feddualatt,1,2026-07,2026-07
fedavg,global heads,1,2026-07,2026-07
fedavg,local heads,1,2026-07,2026-07
fedavg,transformer attention heads,1,2026-07,2026-07
feddualatt,global heads,1,2026-07,2026-07
feddualatt,local heads,1,2026-07,2026-07
feddualatt,transformer attention heads,1,2026-07,2026-07
federated learning,generative ai,1,2026-07,2026-07
federated learning,large language models,1,2026-07,2026-07
federated learning,privacy,1,2026-07,2026-07
federated learning,synthetic content analysis,1,2026-07,2026-07
federated learning,zero-day detection,1,2026-07,2026-07
feedback-based refinement,multi-agent architecture,1,2026-07,2026-07
feedback-based refinement,narrative generation,1,2026-07,2026-07
feature space,time-conditioned velocity field,1,2026-07,2026-07
factorized draft models,tree-verification,1,2026-07,2026-07
factual consistency,faithfulness,1,2026-07,2026-07
factual consistency,graphical user interface,1,2026-07,2026-07
factual consistency,hybrid retrieval,1,2026-07,2026-07
factual consistency,multifactor scoring system,1,2026-07,2026-07
factual consistency,pubhealthbench,1,2026-07,2026-07
factual consistency,readability,1,2026-07,2026-07
factual consistency,retrieval-augmented generation,1,2026-07,2026-07
factual hallucination,mixed-mode rollout,1,2026-07,2026-07
factual hallucination,thinking residual,1,2026-07,2026-07
factual precision,knowledge base,1,2026-07,2026-07
factual precision,limited memory language models,1,2026-07,2026-07
factual reliability,inverse participation ratio,1,2026-07,2026-07
failure-driven,post-training,1,2026-07,2026-07
factual reliability,spectral entropy,1,2026-07,2026-07
failure mode,literature search,1,2026-07,2026-07
failure mode,novelty claim,1,2026-07,2026-07
failure mode,pattern recognition,1,2026-07,2026-07
failure mode,research ideation,1,2026-07,2026-07
failure mode classification,structured iteration workflow,1,2026-07,2026-07
failure modes,hidden states,1,2026-07,2026-07
failure modes,knowledge retrieval,1,2026-07,2026-07
failure modes,pre-generation signals,1,2026-07,2026-07
failure modes,uncertainty quantification,1,2026-07,2026-07
failure modes,visual question answering,1,2026-07,2026-07
failure modes,visual-token representations,1,2026-07,2026-07
failure pattern mining,optimization context,1,2026-07,2026-07
failure pattern mining,textual dependency graph,1,2026-07,2026-07
factual reliability,large language models,1,2026-07,2026-07
fine-grained access control,selective disclosure,1,2026-07,2026-07
fine-grained access control,watermarking,1,2026-07,2026-07
fine-grained diagnostic annotations,sci error taxonomy,1,2026-07,2026-07
fine-tuning,hierarchical task taxonomy,1,2026-07,2026-07
fine-tuning,in-context learning,1,2026-07,2026-07
fine-tuning,instruction-response pairs,1,2026-07,2026-07
fine-tuning,latent persona direction,1,2026-07,2026-07
fine-tuning,long-context understanding,1,2026-07,2026-07
fine-tuning,low-rank peft,1,2026-07,2026-07
fine-tuning,ml-based model selection,1,2026-07,2026-07
fine-tuning,ndcg,1,2026-07,2026-07
fine-tuning,pretraining curriculum,1,2026-07,2026-07
fine-tuning,resource-constrained embedded device,1,2026-07,2026-07
feedback-based refinement,natural language specification,1,2026-07,2026-07
fine-tuning,sentence transformer,1,2026-07,2026-07
fine-tuning,small language model,1,2026-07,2026-07
fine-tuning,unified multimodal model,1,2026-07,2026-07
fine-tuning,zero-shot learning,1,2026-07,2026-07
finite automaton,mean-field posterior,1,2026-07,2026-07
finite automaton,sequence length,1,2026-07,2026-07
finite-horizon,harness maturity score,1,2026-07,2026-07
finite-horizon,harness mdp,1,2026-07,2026-07
finite-horizon,offline reinforcement learning,1,2026-07,2026-07
finite-horizon,task-rubric rewards,1,2026-07,2026-07
fisher-rao distance,hellinger loss,1,2026-07,2026-07
fisher-rao distance,natural-gradient update,1,2026-07,2026-07
fisher-rao distance,self-distillation,1,2026-07,2026-07
fixed-point arithmetic,lyapunov function,1,2026-07,2026-07
fine-tuning,rule-following behavior,1,2026-07,2026-07
feedback-based refinement,self-evolution module,1,2026-07,2026-07
feedback-based refinement,spatiotemporal analysis,1,2026-07,2026-07
feeling-of-knowing (fok,future confidence distillation,1,2026-07,2026-07
feeling-of-knowing (fok,hidden representations,1,2026-07,2026-07
feeling-of-knowing (fok,judgement-of-learning (jol,1,2026-07,2026-07
feeling-of-knowing (fok,post-solution confidence,1,2026-07,2026-07
feeling-of-knowing (fok,pre-solution confidence,1,2026-07,2026-07
few-shot knowledge distillation,image classification,1,2026-07,2026-07
few-shot knowledge distillation,teacher-student model,1,2026-07,2026-07
few-shot learning,vision-language model,1,2026-07,2026-07
few-shot learning,zero-shot evaluation,1,2026-07,2026-07
few-step distillation,mixture-of-models,1,2026-07,2026-07
few-step distillation,post-training acceleration,1,2026-07,2026-07
few-step distillation,video diffusion models,1,2026-07,2026-07
fine-grained access control,multi-bit watermarking,1,2026-07,2026-07
fidelity,text summarization,1,2026-07,2026-07
field-resolution tradeoff,frequency-matching principle,1,2026-07,2026-07
field-resolution tradeoff,position-interpolation-based length generalization,1,2026-07,2026-07
field-resolution tradeoff,rotary position embeddings (rope,1,2026-07,2026-07
field-resolution tradeoff,self-similarity,1,2026-07,2026-07
filled pause,generalized estimating equations,1,2026-07,2026-07
filled pause,political orientation,1,2026-07,2026-07
filled pause,power status,1,2026-07,2026-07
filled pause,sentiment analysis,1,2026-07,2026-07
filled pause,transformer,1,2026-07,2026-07
final action,private intent,1,2026-07,2026-07
final action,public announcement,1,2026-07,2026-07
final action,repeated games,1,2026-07,2026-07
fine-grained access control,hierarchical vocabulary routing,1,2026-07,2026-07
fidelity,optimal transport divergence,1,2026-07,2026-07
grpcompviarep (gcr,square-free modular multiplication,1,2026-07,2026-07
hallucinated chain-of-thought,visual alignment reward,1,2026-07,2026-07
hallucinated chain-of-thought,visual-action alignment reward,1,2026-07,2026-07
hallucination,instruction-following failures,1,2026-07,2026-07
hallucination,kl regularization,1,2026-07,2026-07
hallucination,multi-step derivation,1,2026-07,2026-07
hallucination,multi-token localized attention (mtla,1,2026-07,2026-07
hallucination,observer option12,1,2026-07,2026-07
hallucination,open-source smaller language models (os-sllms,1,2026-07,2026-07
hallucination,openapi specification,1,2026-07,2026-07
hallucination,policy gradient,1,2026-07,2026-07
hallucination,post-hoc score,1,2026-07,2026-07
hallucination,regex-based constraint,1,2026-07,2026-07
game-playing agent,self-play,1,2026-07,2026-07
hallucination,shared decision making (sdm,1,2026-07,2026-07
hallucination,step-level reward,1,2026-07,2026-07
hallucination,structured feedback,1,2026-07,2026-07
hallucination,temporal discourse reasoning,1,2026-07,2026-07
hallucination,training-free,1,2026-07,2026-07
hallucination inference and verification engine (hive,multimodal pattern,1,2026-07,2026-07
hallucination inference and verification engine (hive,post hallucination reasoning (phr,1,2026-07,2026-07
hallucination inference and verification engine (hive,reasoning dynamics,1,2026-07,2026-07
hallucination inference and verification engine (hive,semantic coverage,1,2026-07,2026-07
hallucination penalties,quality scorer,1,2026-07,2026-07
hallucination penalties,retrieval-augmented generation,1,2026-07,2026-07
hallucination penalties,section-aware relevance scoring,1,2026-07,2026-07
hallucination penalties,snowball citation expansion,1,2026-07,2026-07
hand-eye matrix,single-view,1,2026-07,2026-07
hallucination,retrieval-augmented generation,1,2026-07,2026-07
graph-theoretic representation,working memory,1,2026-07,2026-07
graphical user interface,multifactor scoring system,1,2026-07,2026-07
graphical user interface,readability,1,2026-07,2026-07
grb-sympnet,quadrotor,1,2026-07,2026-07
grb-sympnet,structured canonical lift,1,2026-07,2026-07
grb-sympnet,symplectic learning,1,2026-07,2026-07
grid-based dominance scoring,high-resolution rgb imagery,1,2026-07,2026-07
